length_url,length_hostname,ip,https_token,nb_subdomains,prefix_suffix,shortening_service,ratio_digits_url,phish_hints,nb_hyperlinks,domain_age,web_traffic,google_index,nb_specialchars,brand_flags,tld_subdomain_abnormal,nb_redirection_total,suspicious_html_score,status
71,19,0,0,1,0,0,0.0,0,7,6431,1498442,0,11,0,0,0,1,0
49,22,0,1,2,0,0,0.0,0,187,7586,988,0,7,0,0,1,1,0
40,31,0,0,2,0,1,0.1,0,15,7295,0,0,6,1,0,0,1,1
139,27,0,0,2,1,1,0.071942446,0,7,8019,0,1,21,0,0,1,1,1
104,28,0,0,2,1,1,0.028846154,0,26,8019,0,1,17,0,0,1,1,1
47,16,0,1,2,0,0,0.0,0,45,1541,2573053,0,8,0,0,1,1,1
26,17,0,0,2,0,0,0.0,0,302,8884,149536,0,6,0,0,0,0,0
23,16,0,1,3,0,0,0.0,0,188,-1,326260,0,6,0,0,1,2,0
70,32,0,1,2,1,0,0.042857143,0,10,-1,0,1,10,0,0,0,2,1
46,15,0,1,2,1,1,0.043478261,0,5,1330,0,1,11,0,0,1,1,1
36,15,0,1,2,0,0,0.0,0,176,-1,9532906,1,6,0,0,0,2,0
55,28,0,0,2,1,0,0.0,0,95,-1,8448853,1,9,0,0,0,1,0
48,41,0,1,3,0,0,0.0,0,23,4202,0,1,7,0,0,1,2,1
60,41,0,0,3,0,1,0.116666667,0,22,5627,0,1,10,0,0,0,2,1
46,38,0,1,2,0,0,0.065217391,0,4,1546,4669,1,6,0,0,0,3,1
33,21,0,0,2,0,0,0.0,0,14,167,0,0,7,0,0,0,1,1
51,19,1,0,1,0,0,0.1372549019999999,1,39,1398,5368952,1,7,0,0,0,1,0
50,25,0,0,3,1,0,0.0,0,0,2072,1573850,1,9,0,0,1,2,1
82,24,1,1,3,1,0,0.219512195,2,61,520,0,1,14,0,0,0,1,1
25,17,0,0,2,0,0,0.0,0,95,3466,725171,0,5,0,0,0,1,0
28,21,0,1,2,0,0,0.0,0,14,1724,0,0,5,0,0,1,0,1
24,16,0,1,2,0,0,0.0,0,406,4836,559790,0,6,0,0,1,1,0
53,44,1,0,3,0,1,0.169811321,0,0,5627,0,1,11,0,1,0,2,1
40,20,0,1,2,0,0,0.1,0,89,9690,65337,0,7,0,0,1,2,0
60,19,0,1,3,0,0,0.0,0,72,4918,1449,1,10,0,0,1,0,0
26,18,0,1,1,1,0,0.0,0,237,1,0,1,6,0,0,2,2,1
39,10,0,1,2,0,0,0.128205128,0,113,6180,25111,0,7,0,0,0,0,0
43,26,0,1,2,0,0,0.0,0,103,6866,271260,0,7,0,0,1,2,1
33,25,0,1,2,0,0,0.0,1,32,4489,0,0,6,0,0,1,2,1
77,17,0,0,2,0,0,0.064935065,0,0,4617,9654314,1,14,0,0,0,1,1
54,21,0,1,3,1,0,0.0,0,109,3515,573569,0,9,0,0,0,1,0
22,13,0,0,2,0,0,0.0,0,13,2486,232843,0,6,0,0,0,2,0
33,25,0,1,2,0,1,0.0,0,152,7297,7013301,0,6,1,0,0,1,0
88,16,1,1,3,1,0,0.25,2,0,43,0,1,11,0,0,0,2,1
42,24,0,1,3,0,1,0.047619048,0,21,5616,0,1,9,0,0,0,2,1
29,21,0,1,2,0,0,0.0,0,2,6718,0,0,6,0,0,0,0,0
72,9,0,1,2,1,0,0.0,3,5,57,0,1,12,0,0,0,1,1
46,31,1,0,3,0,1,0.217391304,0,21,5616,0,1,9,0,0,0,2,1
44,18,0,0,2,0,0,0.0,0,585,9105,1242,0,8,0,0,0,0,0
17,10,0,1,1,0,0,0.0,0,45,-1,0,0,4,0,0,0,0,0
23,14,0,0,2,0,1,0.0,0,39,5320,111353,0,6,0,0,0,1,0
32,23,0,0,2,0,0,0.0,0,588,7985,5617,0,6,0,0,0,2,0
41,14,0,1,3,0,0,0.097560976,0,613,7159,2320,0,9,0,0,2,2,0
40,17,0,0,1,0,0,0.0,0,13,-1,0,1,7,0,0,0,1,1
76,16,0,0,2,0,0,0.0,0,116,6212,3111,0,11,0,0,0,0,0
54,22,0,1,3,1,0,0.0,3,0,3136,0,1,10,0,0,0,2,1
17,10,0,1,1,0,0,0.0,0,14,-1,296491,0,5,0,0,0,0,0
183,37,1,0,2,0,0,0.213114754,0,7,216,0,1,28,0,1,0,1,1
29,20,0,0,2,0,0,0.0,0,106,8702,128384,0,6,0,0,0,0,0
57,12,0,1,3,0,0,0.0,0,85,7988,24244,0,9,0,0,0,0,0
36,25,0,0,3,0,0,0.0,0,32,-1,0,1,8,0,0,1,2,1
74,27,0,1,2,0,0,0.0,0,50,2787,2564568,0,11,0,0,0,2,0
83,18,0,0,2,0,0,0.0,0,136,9024,11315,1,17,0,0,1,2,0
415,16,0,1,2,0,0,0.122891566,1,7,4012,2073764,1,8,0,0,1,1,1
89,14,0,1,3,1,1,0.0,3,32,4425,0,1,17,1,1,0,2,1
40,16,0,0,2,0,0,0.0,0,786,7131,12,0,8,1,0,0,1,0
61,16,0,1,3,0,0,0.0,0,86,6133,28448,0,11,0,0,1,2,0
34,25,0,0,2,0,0,0.0,0,162,1109,0,0,8,0,0,0,1,0
26,18,0,1,2,0,0,0.0,0,26,-1,25345,0,6,0,0,1,1,1
20,11,0,0,1,0,0,0.0,0,51,1130,68131,0,5,0,0,0,0,0
19,12,0,1,2,0,0,0.0,0,65,2498,0,0,5,0,0,0,1,0
80,29,1,0,2,0,0,0.25,0,56,2122,2660343,1,9,0,0,0,1,1
33,11,0,0,1,1,0,0.0,0,34,1777,2408885,1,7,0,0,0,2,1
64,15,0,0,2,1,0,0.03125,0,113,3225,748763,1,11,0,0,1,2,0
26,18,0,1,2,1,1,0.0,0,11,2532,64145,0,7,0,0,1,0,0
63,15,0,0,2,0,0,0.0,1,17,9625,4238,0,10,1,0,1,1,0
47,17,0,1,3,0,0,0.0,0,82,4329,0,1,8,0,0,0,0,1
51,22,0,1,2,0,0,0.0,0,8,1105,0,1,10,0,0,0,1,1
44,27,0,0,2,0,0,0.0,0,39,6343,1821667,0,6,0,0,0,2,1
17,10,0,1,2,0,0,0.0,0,239,7821,393068,0,5,0,0,0,2,0
83,16,0,0,2,0,0,0.024096386,1,10,8348,1,1,12,1,0,0,0,1
73,19,0,1,3,1,0,0.01369863,0,45,6677,4048517,0,13,0,0,1,1,0
32,24,0,1,2,0,0,0.0,0,54,2312,926923,0,6,0,0,1,2,0
32,24,0,1,3,0,1,0.09375,0,22,5627,0,1,8,0,0,0,2,1
23,15,0,1,2,0,0,0.0,0,392,7136,2347491,0,6,0,0,1,0,0
87,14,1,1,3,0,0,0.310344828,0,38,6396,0,1,14,0,0,0,2,1
148,31,0,0,2,1,0,0.108108108,0,7,1,0,1,26,0,0,0,1,1
22,8,0,1,1,0,0,0.0,0,0,2663,0,1,5,0,0,0,2,1
38,18,0,1,2,0,0,0.052631579,0,34,3771,0,1,10,0,0,0,2,1
142,16,0,1,3,0,0,0.056338028,0,148,8797,13188,0,27,0,0,0,2,0
29,20,0,0,2,0,0,0.0,0,29,1137,0,0,6,0,0,0,2,0
27,10,0,1,1,0,0,0.0,0,35,1799,140317,0,5,0,0,1,0,1
24,16,0,1,2,0,0,0.166666667,0,67,-2,347993,1,6,0,0,0,2,1
51,19,0,1,2,1,0,0.0,3,4,11,8773367,1,10,0,0,1,1,1
27,19,0,0,2,0,0,0.0,0,144,7186,65447,0,5,0,0,0,0,0
43,15,0,0,2,0,0,0.093023256,0,53,5638,2,0,8,1,0,0,1,0
100,14,0,1,3,0,0,0.0,0,4,-1,0,1,19,0,0,0,1,1
52,22,0,0,2,0,0,0.0,0,31,2082,5020,0,8,0,0,0,1,0
65,25,1,0,3,0,1,0.046153846,0,21,5613,0,1,11,0,1,0,2,1
45,17,0,1,1,0,0,0.0,1,90,-1,121108,0,9,0,0,1,2,0
41,25,0,1,2,0,0,0.0,0,223,6256,688,0,6,0,0,1,2,0
103,21,0,1,3,0,0,0.0,0,47,7591,687389,1,14,0,1,1,1,0
70,25,0,1,2,0,0,0.0,1,10,255,0,1,11,0,0,0,1,1
51,18,0,1,3,0,0,0.0,0,51,8052,1435,0,9,0,1,1,0,0
21,13,0,1,2,0,0,0.0,0,102,-1,5090159,0,6,0,0,1,2,0
46,29,0,1,3,0,0,0.043478261,1,103,6253,272316,1,8,0,0,1,2,1
56,29,0,1,3,0,0,0.0,0,42,6091,2721799,0,10,0,0,1,1,0
27,18,0,0,2,0,0,0.0,0,83,3186,26205,0,6,0,0,0,0,0
140,15,0,1,3,0,0,0.028571429,0,6,8922,309153,1,23,0,0,1,1,1
27,19,0,1,2,0,0,0.0,0,6,3075,0,1,6,0,0,0,1,0
53,25,0,1,3,0,0,0.018867925,0,0,115,0,1,9,0,0,0,2,1
25,17,0,1,2,1,0,0.16,0,3,724,23941,1,7,0,0,1,1,1
85,16,0,0,2,0,0,0.070588235,1,10,8348,1,1,14,1,0,0,0,1
58,23,0,0,3,0,0,0.0,0,18,8686,190163,1,10,0,0,1,1,0
48,22,0,0,2,1,0,0.0,2,17,-1,0,1,10,0,0,1,1,1
55,16,0,0,2,0,0,0.0,0,363,7131,12,0,9,1,0,0,1,0
20,13,0,1,2,0,0,0.0,0,122,-1,1954246,0,5,0,0,2,2,0
63,21,0,1,2,0,0,0.0,0,48,3423,89825,0,10,0,0,1,2,0
47,7,0,0,1,0,0,0.085106383,0,0,2521,632751,1,6,0,0,1,1,1
68,20,0,1,3,0,0,0.147058824,0,0,8674,847119,1,13,0,0,0,3,0
30,21,0,0,2,0,0,0.0,0,33,1514,220637,0,6,0,0,0,2,0
56,24,0,1,2,0,0,0.089285714,0,1,-1,48368,1,10,0,0,1,2,1
50,17,0,1,1,0,0,0.0,3,9,-1,0,1,8,0,0,1,1,1
30,21,0,0,2,0,0,0.0,0,417,4281,6331488,0,6,0,0,0,2,0
54,17,0,0,2,0,0,0.185185185,0,5,2501,8469,0,6,0,0,0,2,1
56,48,0,1,2,0,0,0.071428571,0,1,-1,104754,1,10,0,0,0,2,1
21,14,0,1,2,0,0,0.0,0,12,7253,943419,1,5,0,0,0,1,1
30,21,0,0,2,0,0,0.0,0,25,3802,2052316,0,6,0,0,0,2,0
48,16,0,0,3,0,0,0.0,0,111,2732,9494,0,8,0,0,0,0,0
51,15,0,0,2,0,0,0.0,0,192,7415,209388,0,12,0,0,0,0,0
47,16,0,0,2,1,1,0.0,0,45,3890,173,1,9,1,0,2,2,0
39,16,0,1,3,0,0,0.0,0,50,1575,0,1,9,0,0,0,2,1
30,21,0,0,1,0,0,0.0,0,120,-1,127823,0,5,0,0,0,2,0
46,25,0,1,3,0,0,0.0,0,144,6377,7962,0,10,0,0,1,1,0
124,46,1,0,3,0,0,0.161290323,0,4,4003,5816617,1,19,0,1,1,1,1
62,18,0,0,2,0,0,0.048387097,0,101,9170,603,0,10,0,0,0,0,0
22,14,0,1,2,0,1,0.0,0,71,3662,0,0,6,0,0,1,0,0
59,41,0,0,3,0,1,0.084745763,0,22,5626,0,1,10,0,0,0,2,1
63,38,0,1,3,0,1,0.0,2,21,5615,0,1,13,0,0,0,2,1
27,19,0,1,2,0,0,0.0,0,74,4055,1914295,0,6,0,0,0,1,0
32,13,0,1,2,0,0,0.125,0,5,-1,51515,1,9,0,0,1,1,1
39,22,0,1,2,1,0,0.0,2,16,7376,1988104,1,8,0,0,2,0,1
34,25,0,0,2,1,0,0.0,0,0,2837,0,1,7,0,0,0,1,1
276,31,1,1,3,0,0,0.362318841,4,2,1653,0,1,22,0,0,1,1,1
29,21,0,1,2,0,1,0.0,0,22,7299,0,0,6,1,0,0,2,0
146,6,1,0,3,0,0,0.184931507,0,1,-1,24,0,30,0,0,1,2,1
18,11,0,1,2,0,0,0.055555556,0,18,-1,2357443,0,5,0,0,0,0,0
45,24,0,1,1,0,0,0.0,0,0,4236,0,1,9,0,0,0,2,1
34,26,0,1,2,0,0,0.0,0,2,6467,0,1,6,0,0,1,1,1
110,15,0,0,2,0,0,0.0,0,147,8348,1,1,19,1,0,0,0,0
43,14,0,1,3,0,0,0.139534884,0,332,7160,2336,1,9,0,0,2,2,0
69,14,0,1,3,0,0,0.0,0,72,-1,769987,0,11,0,0,0,0,0
47,7,0,0,1,0,0,0.042553191,0,0,2521,632751,1,7,0,0,1,1,1
49,20,0,1,3,0,0,0.0,1,0,6188,10585494,1,9,0,0,0,3,0
39,17,0,0,2,0,1,0.0,1,85,59,0,1,7,0,0,0,1,1
28,21,0,1,2,0,0,0.071428571,0,26,2683,0,0,5,0,0,0,1,0
54,15,0,1,2,0,0,0.0,0,130,6071,14420,0,10,0,1,1,1,0
45,17,0,0,3,0,0,0.022222222,0,352,7427,192,0,9,0,0,0,1,0
40,32,0,1,2,0,0,0.0,0,15,75,0,1,8,0,0,0,0,1
20,12,0,1,1,0,0,0.0,0,27,5,0,1,5,0,0,2,2,1
75,19,0,0,3,0,0,0.053333333,0,284,6682,857832,0,15,0,0,0,1,0
137,23,0,0,2,1,1,0.04379562,0,26,8019,0,1,19,0,1,1,1,1
57,22,0,1,2,0,0,0.0,0,612,3025,6004191,1,9,0,1,0,1,0
54,13,0,1,3,1,0,0.0,1,15,-1,0,1,11,0,0,0,2,1
40,17,0,1,3,0,0,0.0,0,170,8146,12516,0,9,0,0,1,0,0
31,13,0,0,3,0,0,0.0,0,0,-1,0,1,7,0,0,0,2,1
28,19,0,0,2,0,0,0.0,0,272,978,1396547,0,6,0,0,0,1,0
57,18,0,0,2,0,0,0.035087719,0,420,6315,8175,0,9,0,0,0,0,0
60,18,0,1,3,0,0,0.15,1,0,8299,41286,1,12,0,0,1,3,0
20,12,0,1,1,0,0,0.0,0,201,4097,0,0,5,0,0,1,2,1
19,12,0,1,2,0,0,0.0,0,2,-1,0,0,5,0,0,0,2,0
305,16,1,0,3,0,0,0.295081967,0,0,7489,376,1,39,0,1,0,1,1
19,12,0,1,1,0,0,0.0,0,75,4374,2734254,0,4,0,0,0,0,0
51,21,0,1,3,0,0,0.0,0,50,5248,5804215,0,8,0,0,1,2,0
49,18,0,1,3,0,0,0.040816327,0,4,-1,0,1,9,0,0,1,1,1
54,17,0,0,3,0,0,0.0,0,9,7304,148,0,10,0,0,0,1,0
461,26,1,0,3,0,0,0.422993492,0,1,7086,18263,1,19,0,0,0,2,1
48,11,0,1,3,1,0,0.020833333,0,19,-1,340,1,11,0,1,2,1,0
70,14,0,1,3,1,0,0.0,0,59,6494,7329,0,11,0,0,1,1,0
35,27,0,1,2,0,0,0.057142857,0,103,7053,2114381,1,6,0,0,1,2,1
31,24,0,1,2,0,0,0.0,0,0,245,0,1,5,0,0,0,2,1
66,18,0,1,3,0,0,0.090909091,0,204,2654,162125,0,12,0,0,1,2,0
41,14,0,1,1,0,0,0.0,0,216,6633,40939,0,6,0,0,1,0,0
20,11,0,0,1,0,0,0.0,0,44,95,0,0,5,0,0,0,2,1
26,18,0,1,2,0,0,0.0,0,37,383,0,1,6,0,0,0,1,1
76,21,0,1,2,0,0,0.078947368,0,62,7160,2336,1,14,0,0,1,2,0
57,23,0,1,3,0,0,0.0,0,56,7310,3399875,0,9,0,0,0,2,0
114,26,1,1,3,1,0,0.289473684,2,22,2300,0,1,15,0,0,2,2,1
36,15,0,1,1,0,0,0.0,0,0,2599,0,1,7,0,0,0,2,1
48,23,0,1,2,1,0,0.0,0,11,3455,0,1,10,0,0,0,0,1
43,12,0,1,2,0,1,0.069767442,0,90,-1,1275030,1,8,0,0,1,2,0
63,14,0,0,3,1,0,0.015873016,1,7,302,83261,1,12,0,0,0,1,1
38,30,0,1,3,1,0,0.0,0,65,-1,624558,1,8,0,0,1,2,1
36,28,0,1,3,0,0,0.0,0,0,81,0,1,7,0,0,0,2,1
82,22,0,1,3,0,0,0.036585366,0,144,6678,37605,1,13,0,0,2,2,0
73,19,0,1,2,1,0,0.054794521,3,19,678,10421362,1,14,0,0,1,2,1
57,11,0,1,3,0,0,0.0,1,30,-2,3899044,1,12,0,0,1,2,1
44,16,0,0,2,0,0,0.0,0,354,7133,12,0,8,1,0,0,0,0
74,13,0,0,3,0,0,0.054054054,1,0,6878,14931,0,13,0,0,2,3,0
27,19,0,1,2,0,0,0.0,0,73,2689,3229766,0,6,0,0,0,0,0
36,18,0,0,2,0,0,0.083333333,0,21,3126,0,1,7,0,0,0,0,1
69,23,0,0,2,0,0,0.0,0,203,3546,201194,0,10,0,1,0,2,0
20,13,0,1,2,0,0,0.0,0,24,7174,2728469,1,5,0,1,0,1,1
48,13,0,1,2,0,0,0.104166667,0,301,9229,767,1,9,0,0,2,1,0
45,16,0,1,2,0,0,0.044444444,0,684,4996,158382,1,9,0,0,0,1,0
107,20,1,1,2,0,0,0.168224299,1,46,-1,0,1,13,0,1,0,2,1
52,16,0,0,3,0,0,0.076923077,0,255,9584,46854,0,9,0,0,0,1,0
27,18,0,0,2,0,0,0.0,0,84,4947,666195,0,6,0,0,0,0,0
25,16,0,0,2,0,0,0.0,0,280,4553,0,0,6,0,0,1,2,0
46,18,0,0,2,0,0,0.0,0,83,9174,625,1,8,0,0,1,0,0
48,7,0,0,1,0,0,0.0625,0,0,2521,632001,1,7,0,0,1,1,1
69,16,0,0,1,1,0,0.086956522,2,1,2095,0,1,12,0,0,1,2,1
86,13,0,1,1,0,0,0.081395349,0,73,3789,394683,0,18,0,0,1,0,0
42,18,0,1,2,0,0,0.0,0,130,9202,684,0,7,0,0,1,0,0
34,19,0,1,3,0,0,0.029411765,0,0,-1,0,1,8,0,0,0,2,1
96,14,1,1,2,1,0,0.197916667,3,59,243,0,1,12,0,0,0,2,1
38,29,0,0,2,0,1,0.0,0,163,7298,0,0,6,1,0,0,2,0
131,22,1,0,2,0,0,0.381679389,0,11,-1,0,0,15,0,0,1,2,1
44,18,0,1,2,0,0,0.0,0,96,9204,690,0,7,0,0,1,0,0
189,19,0,0,3,0,1,0.047619048,2,1,8348,1,0,32,1,1,0,1,0
54,18,0,1,2,0,1,0.074074074,1,157,-1,10619,0,10,0,0,1,2,0
41,16,0,1,3,0,0,0.0,0,0,6630,4464824,1,9,0,0,2,2,1
26,17,0,0,2,0,0,0.0,0,28,2316,7064820,0,6,0,0,1,1,0
127,50,1,1,3,1,0,0.149606299,0,51,3993,5707171,1,19,0,1,0,2,1
19,12,0,1,1,0,0,0.0,0,72,1529,0,0,4,0,0,0,1,0
133,11,0,0,3,0,0,0.0,1,0,-1,16425,0,17,0,0,0,3,0
44,10,0,1,1,0,0,0.0681818179999999,0,11,4350,0,1,8,0,0,1,2,1
30,18,0,0,2,0,0,0.0,0,17,-1,837362,0,7,0,0,0,1,0
42,14,0,1,3,0,0,0.119047619,0,838,7157,2272,0,9,0,0,2,2,0
71,31,0,1,3,0,0,0.0,0,139,6673,0,0,10,0,0,0,2,0
56,15,0,0,2,0,0,0.053571429,0,55,5637,2,0,7,1,0,0,1,0
129,54,1,1,3,1,0,0.19379845,0,51,3993,5707171,1,20,0,1,0,2,1
36,16,0,1,2,0,0,0.0,0,0,3565,0,1,6,0,0,0,2,1
119,42,1,1,3,0,0,0.176470588,0,51,3993,5707171,1,18,0,1,0,2,1
24,16,0,1,2,0,1,0.0,0,1054,2101,265240,0,6,0,0,0,0,0
27,18,0,0,2,0,0,0.0,0,235,9040,151949,0,6,0,0,0,0,0
32,23,0,0,2,0,0,0.0,0,32,2749,1473786,0,6,0,0,0,0,0
55,14,0,1,2,0,0,0.0,0,115,8151,132,0,9,0,0,1,0,0
92,14,1,1,3,0,0,0.27173913,1,0,8523,22053,0,16,0,0,0,3,0
44,16,0,0,2,0,0,0.0,2,29,8347,1,0,7,1,0,1,2,1
84,10,1,1,2,1,0,0.273809524,0,57,3289,8181278,1,11,0,0,1,2,1
123,34,0,1,3,0,0,0.073170732,0,2,8152,1274,1,10,0,0,0,2,1
93,27,0,1,3,0,0,0.0,1,5,630,0,1,11,0,1,1,1,1
28,19,0,0,2,0,0,0.0,0,108,5502,108393,0,6,0,0,0,2,0
47,15,0,0,2,0,0,0.0,0,53,5637,2,0,7,1,0,0,1,0
50,16,0,1,3,0,0,0.08,0,185,3141,0,1,8,0,1,0,2,1
80,13,1,1,3,0,0,0.575,0,0,-1,0,1,9,0,1,0,2,1
60,20,0,0,3,0,0,0.0,1,147,590,0,1,10,0,0,1,2,1
49,26,0,1,1,0,0,0.020408163,1,56,954,0,1,7,0,0,0,1,1
26,6,0,0,1,0,1,0.0,0,71,-1,3536,0,6,0,0,1,1,1
56,19,0,1,2,0,0,0.0,0,15,2595,2597330,0,8,0,0,0,2,0
47,21,0,1,2,0,1,0.0,0,129,7616,2190,0,7,0,0,1,1,0
145,32,0,0,3,1,0,0.055172414,0,1,7087,18105,1,10,0,0,0,2,1
42,34,0,1,2,0,1,0.0,0,91,7297,0,0,6,1,0,0,2,0
39,16,0,1,3,0,0,0.051282051,0,191,7900,60397,0,7,0,0,0,1,0
29,22,0,1,2,0,1,0.068965517,0,14,7295,0,1,5,1,0,1,1,1
137,33,0,0,3,0,0,0.0,3,49,291,0,1,17,0,0,0,2,1
64,26,0,0,3,0,1,0.0,0,13,7295,0,1,10,1,1,0,1,1
56,15,0,0,2,0,0,0.071428571,0,39,5640,2,1,7,1,0,0,3,0
64,19,0,1,1,0,0,0.078125,0,1,6452,0,1,9,0,0,1,1,1
68,16,1,1,1,1,0,0.367647059,0,1,4,0,1,9,0,0,0,2,1
40,14,0,1,2,0,0,0.0,0,89,5290,1548,0,9,0,0,1,1,0
74,13,0,0,3,1,0,0.0,1,29,7484,1443679,1,16,0,0,0,0,1
33,24,0,0,2,0,0,0.0,0,7,2840,0,0,6,0,0,0,1,0
44,23,0,1,2,0,0,0.0,1,31,-1,0,1,8,0,0,0,0,1
64,11,0,1,3,0,0,0.03125,0,475,9403,46214,1,12,0,0,2,0,0
42,16,0,0,2,0,0,0.0,0,189,3113,256,0,8,0,0,0,1,0
83,11,0,0,1,0,0,0.012048193,0,34,5676,46435,0,15,0,0,0,0,0
48,16,0,0,2,0,0,0.0,2,18,8347,1,1,7,1,0,1,1,1
42,33,0,0,2,0,1,0.0,0,5,7296,0,1,6,1,0,0,1,1
54,27,0,0,2,0,0,0.0,0,12,392,4606493,0,9,0,0,0,1,1
45,15,0,0,2,0,0,0.0,0,55,5638,2,0,7,1,0,0,1,0
27,18,0,0,2,0,0,0.0,0,203,5322,2462105,0,6,0,0,0,0,0
24,15,0,0,2,0,0,0.0,0,349,-1,1906357,0,6,0,0,0,1,0
51,21,0,1,3,0,0,0.0,0,1,5076,0,0,9,0,1,1,1,1
109,15,1,1,2,0,0,0.100917431,0,143,5339,11052,0,17,0,0,1,2,0
63,14,0,0,2,0,0,0.031746032,0,123,7478,631,0,12,0,0,0,1,0
28,16,0,0,2,0,0,0.0,0,273,2466,940222,0,7,0,0,0,1,0
28,20,0,1,1,1,0,0.0,0,0,12,0,1,6,0,0,2,2,1
127,50,1,0,3,1,0,0.141732283,0,51,3992,5697976,1,18,0,1,1,2,1
20,11,0,0,2,0,0,0.0,0,96,67,958398,0,6,0,0,0,1,0
52,20,0,1,3,0,0,0.0,2,4,1523,0,1,9,0,0,1,1,1
65,17,0,0,3,1,0,0.0,0,331,3970,282367,0,14,0,0,1,2,0
90,17,1,1,3,1,0,0.144444444,1,0,8896,596512,0,19,0,0,1,3,0
98,13,0,0,2,0,0,0.0,0,17,7419,285,0,20,0,0,0,0,0
138,13,1,1,2,0,0,0.31884058,0,38,1115,6093988,1,27,0,0,1,2,1
34,25,0,0,2,0,0,0.058823529,0,0,5158,0,1,6,1,0,0,2,1
70,19,0,1,1,0,0,0.0,4,13,1162,0,1,10,0,1,2,2,1
35,27,0,0,2,0,0,0.114285714,0,24,6381,0,1,5,1,1,1,1,1
49,30,0,0,2,0,0,0.0,0,116,6606,899,1,8,0,0,1,0,1
23,14,0,0,2,0,0,0.130434783,0,52,1254,0,0,6,0,0,0,2,0
59,18,0,0,2,0,0,0.084745763,0,417,6315,8182,0,9,0,0,0,0,0
27,16,0,1,2,0,0,0.0,0,21,760,0,1,7,0,0,1,1,1
29,21,0,0,2,0,0,0.0,0,26,2361,274501,0,5,0,0,0,1,0
135,19,0,1,2,1,0,0.0,0,0,659,0,1,21,0,0,0,3,0
40,14,0,1,3,0,0,0.0,1,0,-1,0,1,9,0,0,0,2,1
45,37,0,1,3,0,0,0.066666667,0,29,88,9498326,1,9,0,1,1,2,1
48,11,0,1,3,0,0,0.041666667,0,0,9279,1060251,0,11,0,0,0,3,0
30,6,1,1,1,0,0,0.4,0,0,2328,6143932,1,7,0,0,0,2,1
119,25,0,0,2,1,1,0.092436975,0,26,8018,0,1,19,0,1,1,1,1
117,30,1,1,3,1,0,0.102564103,0,0,-1,24323,0,18,0,0,0,3,0
59,28,1,1,3,0,1,0.152542373,0,21,5616,0,1,12,0,0,0,2,1
49,24,0,1,3,0,0,0.0,0,13,987,5630285,1,8,0,0,2,2,1
50,37,0,0,2,0,1,0.02,0,11,7295,0,1,10,1,0,0,2,1
24,15,0,0,2,0,0,0.0,0,148,4573,0,0,6,0,0,1,2,0
102,23,1,1,3,1,0,0.245098039,2,9,3078,0,1,13,0,0,1,1,1
67,26,1,1,2,1,0,0.313432836,0,0,5770,0,1,8,0,0,0,2,1
40,32,0,1,2,0,0,0.0,0,1,7083,17964,1,6,0,0,0,2,1
243,12,1,1,3,1,0,0.106995885,0,503,798,0,1,15,1,1,3,2,1
30,22,0,1,2,0,1,0.0,0,90,7297,0,0,6,1,0,0,2,0
47,16,0,0,2,0,0,0.0,0,616,7132,12,0,8,1,0,0,1,0
59,19,0,1,2,0,0,0.06779661,0,24,1967,2047297,0,11,0,0,0,2,0
36,16,0,1,2,0,0,0.0,0,236,6070,14592,0,7,0,0,1,1,0
53,25,0,1,3,0,0,0.0,0,51,7501,3805267,0,9,0,0,0,2,0
54,18,0,1,3,0,0,0.092592593,0,123,8705,69911,0,10,0,0,1,2,0
81,22,0,1,3,0,0,0.0123456789999999,1,0,7236,3316,0,12,0,0,0,3,0
81,27,1,1,2,0,0,0.185185185,0,30,5767,0,1,8,0,0,1,1,1
58,21,0,1,3,0,0,0.034482759,0,5,1103,0,1,12,0,0,1,1,1
37,17,0,0,1,0,0,0.0,0,332,3378,178841,0,6,0,0,0,1,0
79,12,0,1,3,0,0,0.063291139,0,5,135,0,1,13,0,0,0,1,1
52,35,0,1,3,0,0,0.0,1,103,7189,428172,1,7,0,0,1,2,1
43,12,0,1,3,0,0,0.046511628,0,20,12351,7882,0,9,0,0,0,2,0
80,13,1,0,3,1,0,0.1625,4,4,2618,0,1,16,0,0,1,1,1
235,19,1,1,1,1,0,0.221276596,5,120,1589,0,1,27,0,0,0,1,1
62,22,0,1,3,0,1,0.0,0,0,2931,0,1,11,0,0,0,2,1
48,16,0,1,2,0,0,0.0,0,365,5426,60810,1,8,0,0,1,0,0
80,12,0,0,2,0,0,0.0,0,104,-1,6446,1,10,0,0,2,0,0
37,29,0,1,2,0,0,0.0,0,75,7882,0,1,6,0,0,0,2,1
33,10,0,0,3,0,0,0.0,0,19,-1,0,1,10,0,0,0,2,1
52,20,0,1,3,0,0,0.0,0,38,-1,62214,0,9,0,0,1,1,0
57,35,0,1,3,0,0,0.0,0,61,3806,0,0,7,0,0,0,2,0
21,6,0,0,1,0,1,0.0,0,7,-1,3514,1,6,0,0,1,1,1
436,14,1,1,3,0,0,0.461009174,0,0,-1,0,1,18,0,0,0,2,1
34,26,0,1,2,0,1,0.0,0,71,7298,0,0,6,1,0,0,1,0
72,22,0,1,3,0,1,0.013888889,0,1,-1,0,0,10,0,0,0,1,1
22,13,0,0,1,0,0,0.0,0,12,2469,527748,0,5,0,0,0,1,0
31,13,0,1,2,0,0,0.064516129,0,30,7412,1355,1,8,0,0,1,1,0
